ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,Reviewer,Review
31-34,03/31/2023 16:43:12,https://twitter.com/ginaalmonte7/status/981144252787843072,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ginaalmonte7,gina almonte,social crusader,,16/02/2023 00:00:00,"1,100",295,"Quezon City, National Capital ","Retweeted Fifty5 Cranes (@55_cranes):
@InaReformina
 Kalokohan! Ipagpalagay natin ang kampo ni #FakeVP ang nagprotesta, sa tingin niyo ba idodownplay lang nila ang wet ballots lalo na't... https://facebook.com/permalink.php?story_fbid=633952223617964&id=100010095765728…",,"Text, URL",2018-04-03 12:19:53,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981144252787843072,,
31-35,03/31/2023 16:43:12,https://twitter.com/thegeekykid/status/981373383249047554,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@thegeekykid,thegeekykid,,,09/10/2023 00:00:00,138,159,,"Daya pa more Madam Leni #FakeVp RT 
@InaReformina
: Source: Unused/excess ballots for Municipality of Baao, Camarines Sur discovered (1/2)",,Text,2018-04-04 3:30:22,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981373383249047554,,
31-36,03/31/2023 16:43:12,https://twitter.com/merlinnimimnida/status/981384091726761985,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@merlinnimimnida,merlin,,,14/02/2023 00:00:00,20,155,,"Thank you, for sharing this news! Thank you for letting us know! LENI IS CONFIDENT THAT SHE WILL WIN WITH THIS RECOUNT. BECAUSE THEY ALREADY TAMPERED EVERYTHING. HAYUP SA HAYUP! #FakeVP #LeniSabaw #LugawQueen",,"Text, Reply",2018-04-04 4:12:55,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981384091726761985,,
31-37,03/31/2023 16:43:12,https://twitter.com/Daisy05580448/status/981495818514395142,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Daisy05580448,Daisy,,,17/03/2023 00:00:00,48,13,,"Hahaha nandaya sa Smartmatic ngayon naman sa WET WET BALOTA.. Haysss buti nakakatulog ka pa.. #FakeVP #WetMore 
@lenirobredo",,"Text, Image",2018-04-04 11:36:53,,Emotional,0,0,0,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981495818514395142,,
31-38,03/31/2023 16:43:12,https://twitter.com/raymondalvinpo1/status/981727337086533632,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@raymondalvinpo1,RebootPinas,,,15/10/2023 00:00:00,32,30,,"ang kapal ng pagmumukha mo 
@lenirobredo
 #fraud #fakevp #cheater",,Text,2018-04-05 2:56:51,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981727337086533632,,
31-39,03/31/2023 16:43:12,https://twitter.com/JurisImmanuel/status/981784614216716289,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@JurisImmanuel,Iya,"Happily Married! 

You attack me with ad hominem nonsense by stalking my profile, YOU'LL BE REPORTED & BLOCKED! ",,15/09/2023 00:00:00,446,511,Philippines,"APRIL FOOLS!!!

#LeniTheCheater!
#FakeVP",,Quote tweet,2018-04-05 6:44:27,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981784614216716289,,
31-40,03/31/2023 16:43:12,https://twitter.com/KhingGhrayz/status/981882358310686720,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@KhingGhrayz,King gray,Im a simple living person,,18/03/2023 00:00:00,260,9,,#TimesItCanGetAwkward when all hands are pointed on you because you cheated on the election #VPrecount #PHNews #fakevp #LENI,,Text,2018-04-05 13:12:51,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,981882358310686720,,
31-41,03/31/2023 16:43:12,https://twitter.com/iluvtweety18/status/982070360626552834,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@iluvtweety18,Noni Ong,LOVE is always our secret ingredient  happily married,,13/04/2023 00:00:00,588,788,,Ang katotohanan na ikaw ay #FakeVP ?,,Quote tweet,2018-04-06 1:39:54,,Emotional,1,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,982070360626552834,,
31-42,03/31/2023 16:43:12,https://twitter.com/Ilokosboy/status/982254206684835840,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@Ilokosboy,hen. del Pilar,"Modern day version of the brave hero Gregorio del Pilar, who perished in Tirad Pass I’m for truth & fairness for common good & eradicate evils of society",,17/05/2023 00:00:00,397,271,"California, USA","You’re asking a dumb #FakeVP!
So what do you expect as her answers?
She came from obscurity, & unknown & inexperienced beating out her veteran/ proven public servants like BBM!
 Doesn’t know anything about GOVERNANCE!
She says: “Sa akin lang! Hindi naman yata dapat!
SHE’S FAKING!",,"Text, Reply",2018-04-06 13:50:26,,Rational,1,0,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,982254206684835840,,
31-43,03/31/2023 16:43:12,https://twitter.com/ZSigasig/status/982419506831257602,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ZSigasig,Zinag Sigasig,,,16/01/2023 00:00:00,104,26,"Kalamansig, Soccsksargen","Wala isyung malaki ang mga unused ballot, ang malaking isyu ay pre-shaded ang di gamit na balota para kay Leni. Ano ibig sabihin nito?  May isyu ng credibility ang pagiging bise ni Leni! Tangkang pandaraya? Oo! Sino? Kayo na ang maghusga!

#FakeVP",,Text,2018-04-07 0:47:17,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,982419506831257602,,
31-44,03/31/2023 16:43:12,https://twitter.com/ritchiemarmol/status/982621221131960320,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ritchiemarmol,Ritchie Marmol,,,11/12/2023 00:00:00,30,48,Republic of the Philippines,"uh trolls? everything is fake these days... fake news... fake supporters... who knows, we may even have a #fakeVP #PhilippinePolitics",,Quote tweet,2018-04-07 14:08:49,,Emotional,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,982621221131960320,,
31-45,03/31/2023 16:43:12,https://twitter.com/ZSigasig/status/983182448832860161,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ZSigasig,Zinag Sigasig,,,16/01/2023 00:00:00,104,26,"Kalamansig, Soccsksargen","Respect the true will of the people. 
Binasa para makapagdaya
Binasa para pagtakpan ang resulta
Binasa para bastusin ang eleksyon
Binasa para lokohin ang mga Pilipino
#FakeVP #MandarayaSiLeni #LeniResign",,Text,2018-04-09 3:18:57,,Rational,0,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,983182448832860161,,
31-46,03/31/2023 16:43:12,https://twitter.com/ThyzenKingTrix/status/983736022608556032,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"https://facebook.com/erwintulforeal/videos/399832940420237/…

Leni SOBRA SOBRA ang PANDARAYA NYO!!

NAGLALABASAN na ngayon ang KATOTOHANAN!!

MAHIYA KA NAMAN!! 

#FakeVP ka ng Pilipinas!!

MALULUWAG na naman ang UTAK ni Macalintal nito 

#LeniFakeVP",,"Text, URL",2018-04-10 15:58:39,,Emotional,1,0,5,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,983736022608556032,,
31-47,03/31/2023 16:43:12,https://twitter.com/ThyzenKingTrix/status/984447924577996800,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"https://facebook.com/erwintulforeal/videos/400718323665032/…
@lenirobredo
 is the MOTHER of #FakeNews!

Yan talaga ang mahirap kay Leni pag nasa ibang bansa, DOON NALOLOKO AT NAGHAHASIK NG LAGIM!

Hindi nya kasi magawa dito sa Pinas, kasi buking na ang #FakeVP eh!

Nandaya sa Eleksyon, Nagbigay ng Fake info sa UN.",,"Text, URL",2018-04-12 15:07:30,,Emotional,1,0,2,0,,,The tweet is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,984447924577996800,,
31-48,03/31/2023 16:43:12,https://twitter.com/EddieQuyo/status/985097586137681920,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@EddieQuyo,Gregorio del Pilar_____SFO,Frustrated Doc ex-US Army Airborne Ranger combat medic radiologic tech by profession bowler WARRIORS authentic fan MARCOS loyalist!!!,,15/02/2023 00:00:00,513,398,"California, USA","If #FakeVp succeeds, COMELEC still in doubtful hands, contract w/ Smartmatic  still push through, & then PLAN B? We’re in deep dooh dooh  again!
So #NoMoreLP",,"Text, Reply",2018-04-14 10:09:01,,Rational,0,0,2,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,985097586137681920,,
31-49,03/31/2023 16:43:12,https://twitter.com/phbisexuals/status/985922338607607808,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@phbisexuals,Bisexual PH,"This account is intended for EVERYONE, of every identity.
We're advocating #FightHIVPhilippines!",,11/11/2023 00:00:00,203,"1,203",Makati City,"Nakakahiya tong Fake VP natin. 
@lenirobredo
 
#Fraudredo #FakeVP",,"Text, Image",2018-04-16 16:46:17,,Emotional,1,0,0,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,985922338607607808,,
31-50,03/31/2023 16:43:12,https://twitter.com/ThyzenKingTrix/status/986503585562333185,31,"De Castro, Hans Gabriel",RBRD,Leni cheated during the 2016 General Election,"fakevp, mandaraya, 2016, leni, cheater, vp, robredo",@ThyzenKingTrix,SilentROAR,ROAR,,15/07/2023 00:00:00,602,222,,"BASTA PEKE, LENI YAN!

#FAKEVP
#LENIFAKEVP",,Quote tweet,2018-04-18 7:15:57,,Rational,0,0,1,0,,,The hashtag is a mis/disinformation since PET junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections [https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/},,986503585562333185,,
31-51,21/02/2023 13:56:31,https://twitter.com/Mheyou7o/status/1542649230690762752,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@Mheyou7o,Uror Moh po pho,Zzzz,Anonymous,01/14,32,8,,kaylan lang yan.eh si Sarah kelan pa nasa serbisyo? paka selective memory mo...kelangan pa mamatay asawa bago may gawin cory 2.0? lol mga kumag..at mandaraya.tumakbo ng 2016 para matalo.pero NANDAYA.HAHAHA. mandurugas leni nyo.layo ng lamang ngayon no?,,"Text, Reply",07/01/2022 07:20:00,https://ibb.co/s3NvkF7,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1542649230690762752,,
31-52,21/02/2023 14:38:16,https://twitter.com/Baum60Cora/status/1477694259398598656,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,"
@Baum60Cora",azon_60,❤️❤️❤️,Anonymous,09/19,209,33,,"Goodbye leni lugaw, mandaraya 2016 elections 🤣",,"Text, Reply",01/03/2022 01:32:00,https://ibb.co/4KhGStQ,Emotional,3,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1477694259398598656,,
31-53,21/02/2023 14:48:26,https://twitter.com/laguinday_alex/status/1543472015981568001,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,"@laguinday_alex
",Alex,-,Identified,05/10,1108,121,london,Sino kaya ang mandaraya diba si leni 2016 garapalan lantaran ang pandaray nya hahaha mga tangang lutang kayo,,"Text, Reply",07/03/2022 13:49:00,https://ibb.co/cF7yWLZ,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,1543472015981568001,,
31-54,21/02/2023 11:24:06,https://twitter.com/akosinero15/status/1491038307987656716,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@akosinero15,Ricmar Manabat,This is my official account in Twitter. Facebook: https://facebook.com/akosinero15 Anti Communist Member. Solidong BBMSara Supporter 💚❤️,Identified,05/19,650,149,Valenzuela City,VP Leni lamang may Galit at Ganti sa Puso against kay BBM kanino ka lalaban kay BBM? Ano ba ang plataporma at adbokasiya pra sa ikakaunlad ng Pilipinas. Di namin nakakalimutan na dinaya mo noong 2016 Elections ngayon 2022 HINDI NA MANGYAYARI ITO #WeAreForBBMSARA #OrasNaMarcosNa,,"Text, Image",02/08/2022 21:16:00,https://ibb.co/swhG3Zg,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,1491038307987656716,,
31-55,21/02/2023 14:41:44,https://twitter.com/ReyReyCarreon1/status/1501173987371487232,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,@ReyReyCarreon1,ABCDEFGHIJKLMNOPQRSTUVWXYZ,"Music Music & Entertainment
",Identified,11/17,382,11,Republic of the Philippines,pandaraya? Gawain po yun ni Leni noong 2016 wag niyong ibahin kayo ang totoong mandaraya,,"Text, Reply",03/08/2022 20:32:00,https://ibb.co/x6MkVG5,Rational,1,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,1501173987371487232,,
31-56,21/02/2023 15:3:57,https://twitter.com/PiolaSaberon/status/1523312635885748224,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@PiolaSaberon,"Piola Saberon
",Loveable,Anonymous,04/22,776,289,,Si Leni Boba nga ang mandaraya eh....remember nung election 2016?,,"Text, Reply, Image",05/08/2022 22:43:00,https://ibb.co/pZyxFgw,"Rational, Emotional",0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1523312635885748224,,
31-57,21/02/2023 14:6:21,https://twitter.com/MarthaMadge/status/1589717910825873408,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@MarthaMadge,MarthaAl,Kpop fandom has  weird obsession.,Anonymous,07/20,211,68,,"Mandaraya? di ba kayo ? NAHULI na nandaya si Leni nung 2016 Election, inilabas lang ang video na ito, Walang nakakilala kay Leni nun. Ang Kapal ng pagmumukha ninyo . MGA HIPOCRITA . CORRUPT LENI
@walid_willem

@James46945

@armingolramos

@ghie28087399

@jorell_orencio

@macelkha2022",,"Text, Reply, Video",11/08/2022 04:34:00,https://ibb.co/WF00qZx,"Rational, Emotional",0,0,0,,3,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1589717910825873408,,
31-58,21/02/2023 13:37:53,https://twitter.com/LikhaBayani/status/1523497208670081025,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@LikhaBayani,ᜄᜆ͓ ᜉᜓᜎᜅ ͓ ᜐᜒᜈᜄ͓ (PH),ᜇᜒᜉᜓᜊ᜔ᜎᜒᜃ ᜅ᜔ ᜆᜒᜋᜓᜄ᜔ ᜉᜒᜎᜒᜉᜒᜈᜐ᜔. With Visual Dyslexia,Anonymous,03/18,229,168,,Leni mandaraya. Never forget 2016,,Text,05/09/2022 10:56:00,https://ibb.co/H474rpZ,Rational,0,0,0,1,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1523497208670081025,,
31-59,21/02/2023 15:13:21,https://twitter.com/Oreo39742615/status/1523676189822390273,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@Oreo39742615,Oreo,Karma is real,Anonymous,04/22,14,0,Palawan,"LOL disgrasya pinas kung leni, patunay din na mandaraya si leni 2016, mga sinungaling hahahaha",,"Text, Reply",05/09/2022 22:48:00,https://ibb.co/zhsxfF6,Emotional,1,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,1523676189822390273,,
31-60,21/02/2023 13:50:23,https://twitter.com/layladear2/status/1523695988304605184,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@layladear2,@Maritezz,I made this acc. for CHIZMIZZZ 🤣🤣🤣,Anonymous,11/21,9,0,,"Speaking of Mandaraya, si Leni yun wayback 2016! Don't throw accusations towards BBM. The people aren't narrow minded we voted for the one who deserves the throne.",,"Text, Reply",05/10/2022 00:06:00,https://ibb.co/6P0d4Mh,Rational,4,0,1,1,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1523695988304605184,,
31-61,21/02/2023 14:59:15,https://twitter.com/layladear2/status/1523696421764927489,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@layladear2,@Maritezz,I made this acc. for CHIZMIZZZ 🤣🤣🤣,Anonymous,11/21,9,0,,Mandaraya?? Hoy! Si Leni yun nong 2016 pa. Di niyo kasi matanggap na talo na kayo 👎👎👎,,Text,05/10/2022 00:08:00,https://ibb.co/RgrvFx1,Emotional,0,1,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1523696421764927489,,
31-62,21/02/2023 14:19:41,https://twitter.com/esnid_/status/1523943500147924992,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@esnid_,Cake,"Together, we can fight fake news.
",Anonymous,10/19,11,13,,"you think, mama nyo lang ang malinis while everyone is mandaraya? dont forget BBM has 14M voters in 2016 too! 200k+ lang ang lamang ni Leni! After brownout saka biglang lumamang si Leni!",,"Text, Reply",05/10/2022 16:30:00,https://ibb.co/F6hPPST,"Rational, Emotional",0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1523943500147924992,,
31-63,21/02/2023 15:10:50,https://twitter.com/AlbertFuntastic/status/1524183395181338624,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,Leni mandaraya 2016,@AlbertFuntastic,John😘,Follow you thurst,Anonymous,03/20,1485,248,Republic of the Philippines,"Pre shaded ni Leni yan, Mandaraya talaga si Leni since 2016 haaaysss",,"Text, Reply",05/11/2022 08:23:00,https://ibb.co/1njrdgb,"Rational, Emotional",0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",,1524183395181338624,,
31-64,21/02/2023 14:52:24,https://twitter.com/c_edquilag/status/1524922624178274304,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,@c_edquilag,EDQUILAG CHRISTIAN,Depressed 🥺,Anonymous,12/21,11,0,,Ahwww di ka inform? Mandaraya mama Leni niyo nung 2016 mhiee😝,,"Text, Reply",13/05/2022 9:20:00,https://ibb.co/2PHPcQp,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1524922624178274304,,
31-65,21/02/2023 13:25:22,https://twitter.com/Maripos19656429/status/1581281626361036800,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya,@Maripos19656429,Mariposa,Smile,Anonymous,10/21,215,239,,"If Leni Robredo believed she was cheated by PBBM in 2022 elections as what she insinuated in her Harvard lecture, why didn’t she file election protest at PET just like what PBBM did in 2016.
Sa isip mo lang Leni na dinaya ka kasi Ikaw nangdaya nun 2016 Yun Ang totoo
@lenirobredo",,Text,15/10/2022  21:51:00,https://ibb.co/4p1pLF5,Rational,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1581281626361036800,,
31-66,21/02/2023 14:44:45,https://twitter.com/annexneftuse/status/1528365236125741056,31,"Isaig, Jemimah Mae",RBRD,Leni Robredo cheated during the 2016 General Election,leni mandaraya 2016,@annexneftuse,@ngjdkslaicv,"hindi ako troll sadyang hindi ko habol ang maraming followers,i am active on twitter(not with my tweets) just to see how frustrated kakampinks are😝",Anonymous,09/15,72,2,,mas mandaraya c leni..nung 2016 nga lang🤣🤣,,"Text, Reply",22/05/2022 21:20:00,https://ibb.co/7X8sb85,Emotional,0,0,0,,,,"The tweet accusing Robredo of cheating in the 2016 election is a mis/disinformation since Presidential Electoral Tribunal (PET) junks the electoral protest of Marcos Jr. against Robredo since Marcos failed to prove his case that there was massive cheating in the 2016 elections 
[https://pressone.ph/fact-check-2016-vice-presidency-was-not-stolen-from-marcos/}",No location,1528365236125741056,,
